Designator,Mid X,Mid Y,Rotation,Layer
BT1,136.0,-113.3,0.0,bottom
D1,130.33,-79.8,0.0,top
D2,148.495,-80.1,0.0,top
M1,138.9,-74.095,0.0,bottom
R1_220Ω1,149.31,-88.4,0.0,bottom
R2_220Ω1,127.19,-88.3,0.0,bottom
SW1,139.3,-86.4,0.0,top
